timestamp;windSpeedHH;windDir;assPowerWT1;assPowerWT2;assPowerC;realPowerWT1;realPowerWT2;realPowerCFree;realPowerCRisoe;windSpeedWT1;windSpeedWT2
171;4.1;0.8;24.330;24.330;48.660;23.388;2.906;46.775;26.293;4.070;2.3
172;3.9;3.7;21.440;21.440;42.880;20.609;3.449;41.219;24.058;3.880;2.3
173;4.3;-1.6;29.270;29.270;58.540;28.136;4.335;56.272;32.471;4.330;2.4
174;4.2;1.5;27.560;27.560;55.120;26.492;3.821;52.985;30.313;4.240;2.3
175;3.5;0.3;16.630;16.630;33.260;15.986;0.000;31.972;15.986;3.510;1.9
176;4.0;1.6;22.740;22.740;45.480;21.859;2.407;43.718;24.266;3.980;2.2
177;4.1;0.5;25.470;25.470;50.940;24.483;3.235;48.967;27.718;4.130;2.3
178;4.3;-1.3;27.750;27.750;55.500;26.675;3.899;53.350;30.574;4.250;2.4
179;3.9;4.0;22.090;22.090;44.180;21.234;4.111;42.469;25.345;3.930;2.4
180;4.6;4.6;34.590;34.590;69.180;33.250;8.980;66.500;42.230;4.610;2.9
181;4.8;-1.6;38.200;38.200;76.400;36.720;6.892;73.441;43.613;4.800;2.7
182;5.0;0.1;42.676;42.676;85.352;41.023;8.079;82.046;49.102;5.020;2.8
183;5.6;-3.8;62.280;62.280;124.560;59.867;11.727;119.735;71.595;5.600;3.1
184;5.5;-4.9;57.886;57.886;115.772;55.644;10.793;111.287;66.437;5.470;3.0
185;5.5;0.7;57.886;57.886;115.772;55.644;10.792;111.287;66.435;5.470;3.0
186;5.1;-2.0;45.718;45.718;91.436;43.947;8.580;87.894;52.527;5.110;2.8
187;5.2;0.3;48.422;48.422;96.844;46.546;9.001;93.093;55.548;5.190;2.9
188;5.3;-2.9;53.830;53.830;107.660;51.745;9.966;103.490;61.711;5.350;3.0
189;4.5;-1.4;31.930;31.930;63.860;30.693;5.096;61.386;35.789;4.470;2.5
190;4.7;2.1;37.060;37.060;74.120;35.624;6.636;71.249;42.260;4.740;2.6
191;4.4;-0.9;31.550;31.550;63.100;30.328;4.986;60.656;35.314;4.450;2.5
192;5.4;-4.3;56.534;56.534;113.068;54.344;10.519;108.688;64.863;5.430;3.0
193;5.2;0.9;48.760;48.760;97.520;46.871;9.049;93.742;55.920;5.200;2.9
194;5.0;-0.5;42.676;42.676;85.352;41.023;8.084;82.046;49.107;5.020;2.8
195;5.0;0.4;43.014;43.014;86.028;41.348;8.130;82.696;49.478;5.030;2.8
196;4.7;-0.4;36.110;36.110;72.220;34.711;6.288;69.422;40.999;4.690;2.6
197;5.0;-2.2;42.338;42.338;84.676;40.698;8.036;81.396;48.734;5.010;2.8
198;4.8;-1.0;38.580;38.580;77.160;37.086;6.999;74.171;44.085;4.820;2.7
199;6.2;-0.7;84.640;84.640;169.280;81.361;15.973;162.723;97.334;6.200;3.5
200;5.3;0.2;51.464;51.464;102.928;49.470;9.492;98.941;58.962;5.280;2.9
201;5.5;-3.3;58.900;58.900;117.800;56.618;11.025;113.237;67.643;5.500;3.1
202;5.4;-1.6;57.210;57.210;114.420;54.994;10.674;109.988;65.668;5.450;3.0
203;5.3;1.5;50.450;50.450;100.900;48.496;9.310;96.991;57.806;5.250;2.9
204;5.0;-4.5;41.810;41.810;83.620;40.190;7.915;80.381;48.105;4.990;2.8
205;4.5;2.5;32.880;32.880;65.760;31.606;5.794;63.213;37.400;4.520;2.6
206;4.9;-1.5;39.340;39.340;78.680;37.816;7.218;75.632;45.035;4.860;2.7
207;5.5;4.3;58.224;58.224;116.448;55.969;15.185;111.937;71.153;5.480;3.4
208;5.1;4.2;46.394;46.394;92.788;44.597;12.139;89.194;56.736;5.130;3.2
209;5.1;3.4;46.732;46.732;93.464;44.922;10.607;89.843;55.529;5.140;3.0
210;5.1;-1.6;44.366;44.366;88.732;42.647;8.362;85.295;51.009;5.070;2.8
211;6.0;-3.5;74.448;74.448;148.896;71.564;14.276;143.128;85.840;5.960;3.3
212;5.5;-3.0;59.238;59.238;118.476;56.943;11.097;113.887;68.040;5.510;3.1
213;5.4;2.0;57.210;57.210;114.420;54.994;10.708;109.988;65.702;5.450;3.0
214;5.1;2.3;44.366;44.366;88.732;42.647;8.644;85.295;51.292;5.070;2.8
215;4.5;0.2;32.880;32.880;65.760;31.606;5.359;63.213;36.965;4.520;2.5
216;4.3;3.1;28.700;28.700;57.400;27.588;5.206;55.177;32.795;4.300;2.5
217;4.3;-0.4;29.080;29.080;58.160;27.954;4.275;55.907;32.229;4.320;2.4
218;4.1;0.1;25.470;25.470;50.940;24.483;3.238;48.967;27.721;4.130;2.3
219;5.0;2.2;42.338;42.338;84.676;40.698;8.199;81.396;48.897;5.010;2.8
220;5.1;1.5;45.380;45.380;90.760;43.622;8.495;87.244;52.117;5.100;2.8
221;5.7;-4.9;64.308;64.308;128.616;61.817;12.137;123.634;73.954;5.660;3.2
222;5.3;0.9;53.830;53.830;107.660;51.745;9.940;103.490;61.684;5.350;3.0
223;5.2;-2.1;47.070;47.070;94.140;45.247;8.797;90.493;54.044;5.150;2.9
224;5.3;0.6;52.478;52.478;104.956;50.445;9.662;100.890;60.107;5.310;3.0
225;4.4;4.5;31.550;31.550;63.100;30.328;7.858;60.656;38.186;4.450;2.8
226;5.8;0.9;70.054;70.054;140.108;67.340;13.333;134.681;80.673;5.830;3.2
227;5.0;-2.8;43.014;43.014;86.028;41.348;8.144;82.696;49.491;5.030;2.8
228;5.1;-1.6;46.394;46.394;92.788;44.597;8.688;89.194;53.285;5.130;2.9
229;4.7;3.0;36.870;36.870;73.740;35.442;7.500;70.884;42.942;4.730;2.7
230;4.9;1.8;40.480;40.480;80.960;38.912;7.512;77.824;46.424;4.920;2.7
231;5.1;0.6;45.042;45.042;90.084;43.297;8.454;86.594;51.751;5.090;2.8
232;4.8;3.4;38.960;38.960;77.920;37.451;8.664;74.902;46.115;4.840;2.9
233;5.4;-1.5;55.520;55.520;111.040;53.369;10.320;106.739;63.689;5.400;3.0
234;5.3;1.4;52.478;52.478;104.956;50.445;9.646;100.890;60.091;5.310;3.0
235;4.4;0.2;30.410;30.410;60.820;29.232;4.651;58.464;33.883;4.390;2.4
236;5.0;1.4;41.620;41.620;83.240;40.008;7.845;80.016;47.852;4.980;2.8
237;5.2;0.4;47.070;47.070;94.140;45.247;8.782;90.493;54.029;5.150;2.9
238;5.3;-1.2;51.802;51.802;103.604;49.795;9.557;99.591;59.352;5.290;2.9
239;4.9;3.6;39.530;39.530;79.060;37.999;9.162;75.997;47.161;4.870;2.9
240;5.7;4.2;66.336;66.336;132.672;63.766;16.788;127.533;80.554;5.720;3.5
241;5.8;-1.4;67.350;67.350;134.700;64.741;12.795;129.482;77.537;5.750;3.2
242;6.0;0.1;76.242;76.242;152.484;73.289;14.619;146.577;87.908;6.010;3.4
243;6.7;-3.5;106.298;106.298;212.596;102.180;19.439;204.361;121.619;6.690;3.7
244;6.5;-4.6;98.342;98.342;196.684;94.533;18.152;189.065;112.684;6.510;3.6
245;6.5;0.7;98.784;98.784;197.568;94.957;18.214;189.915;113.172;6.520;3.6
246;6.1;-1.9;80.220;80.220;160.440;77.113;15.273;154.225;92.385;6.100;3.4
247;6.2;0.3;85.082;85.082;170.164;81.786;16.029;163.572;97.816;6.210;3.5
248;6.4;-2.7;94.364;94.364;188.728;90.709;17.535;181.417;108.244;6.420;3.6
249;5.4;-1.3;54.844;54.844;109.688;52.720;10.177;105.439;62.897;5.380;3.0
250;5.7;1.9;66.674;66.674;133.348;64.091;12.633;128.183;76.725;5.730;3.2
251;5.4;-0.9;54.168;54.168;108.336;52.070;10.033;104.139;62.103;5.360;3.0
252;6.5;-4.0;98.342;98.342;196.684;94.533;18.160;189.065;112.693;6.510;3.6
253;6.2;0.8;85.524;85.524;171.048;82.211;16.090;164.422;98.301;6.220;3.5
254;6.0;-0.4;76.242;76.242;152.484;73.289;14.626;146.577;87.915;6.010;3.4
255;6.0;0.4;77.568;77.568;155.136;74.563;14.827;149.127;89.390;6.040;3.4
256;5.6;-0.3;63.294;63.294;126.588;60.842;11.938;121.684;72.780;5.630;3.1
257;6.0;-2.0;76.684;76.684;153.368;73.714;14.707;147.427;88.420;6.020;3.4
258;5.8;-0.9;67.350;67.350;134.700;64.741;12.792;129.482;77.533;5.750;3.2
259;7.4;-0.6;144.080;144.080;288.160;138.499;33.840;276.998;172.339;7.400;4.6
260;6.3;0.2;87.734;87.734;175.468;84.335;16.455;168.671;100.791;6.270;3.5
261;6.6;-3.0;100.110;100.110;200.220;96.232;18.453;192.464;114.685;6.550;3.7
262;6.5;-1.5;97.900;97.900;195.800;94.108;18.101;188.215;112.208;6.500;3.6
263;6.3;1.5;88.176;88.176;176.352;84.760;16.499;169.521;101.260;6.280;3.5
264;6.0;-4.2;75.462;75.462;150.924;72.539;14.481;145.078;87.019;5.990;3.3
265;5.4;2.4;56.872;56.872;113.744;54.669;11.065;109.338;65.734;5.440;3.1
266;5.8;-1.4;70.392;70.392;140.784;67.665;13.432;135.331;81.097;5.840;3.3
267;6.6;4.0;100.552;100.552;201.104;96.657;23.140;193.314;119.797;6.560;4.0
268;6.1;3.8;81.546;81.546;163.092;78.387;19.076;156.774;97.463;6.130;3.7
269;6.2;3.2;82.872;82.872;165.744;79.662;17.688;159.324;97.350;6.160;3.6
270;6.1;-1.5;78.010;78.010;156.020;74.988;14.918;149.976;89.906;6.050;3.4
271;7.1;-3.3;126.020;126.020;252.040;121.138;22.449;242.277;143.587;7.100;4.0
272;6.6;-2.8;100.552;100.552;201.104;96.657;18.525;193.314;115.182;6.560;3.7
273;6.5;1.9;98.342;98.342;196.684;94.533;18.121;189.065;112.654;6.510;3.6
274;6.1;2.2;79.336;79.336;158.672;76.263;15.327;152.526;91.590;6.080;3.4
275;5.5;0.1;57.548;57.548;115.096;55.319;10.730;110.638;66.049;5.460;3.0
276;5.2;2.9;49.098;49.098;98.196;47.196;10.150;94.392;57.346;5.210;3.0
277;5.3;-0.4;50.450;50.450;100.900;48.496;9.334;96.991;57.830;5.250;2.9
278;5.0;0.1;42.000;42.000;84.000;40.373;7.970;80.746;48.343;5.000;2.8
279;6.0;2.0;77.568;77.568;155.136;74.563;14.894;149.127;89.458;6.040;3.4
280;6.1;1.5;80.220;80.220;160.440;77.113;15.228;154.225;92.340;6.100;3.4
281;6.8;-4.6;109.392;109.392;218.784;105.155;19.919;210.309;125.074;6.760;3.8
282;6.4;0.9;93.038;93.038;186.076;89.434;17.291;178.868;106.725;6.390;3.6
283;6.2;-2.0;82.872;82.872;165.744;79.662;15.697;159.324;95.359;6.160;3.4
284;6.4;0.6;92.154;92.154;184.308;88.584;17.156;177.169;105.740;6.370;3.6
285;5.3;4.1;53.154;53.154;106.308;51.095;13.547;102.190;64.642;5.330;3.3
286;7.0;0.8;119.116;119.116;238.232;114.502;21.463;229.004;135.965;6.980;3.9
287;6.0;-2.6;76.242;76.242;152.484;73.289;14.636;146.577;87.924;6.010;3.4
288;6.2;-1.5;82.430;82.430;164.860;79.237;15.625;158.474;94.862;6.150;3.4
289;5.7;2.8;64.984;64.984;129.968;62.467;13.417;124.933;75.884;5.680;3.3
290;5.9;1.6;72.758;72.758;145.516;69.940;13.881;139.879;83.820;5.910;3.3
291;6.1;0.6;80.662;80.662;161.324;77.537;15.318;155.075;92.856;6.110;3.4
292;5.8;3.2;69.040;69.040;138.080;66.366;15.086;132.731;81.452;5.800;3.4
293;6.5;-1.4;96.574;96.574;193.148;92.833;17.888;185.666;110.721;6.470;3.6
294;6.4;1.3;91.712;91.712;183.424;88.159;17.068;176.319;105.227;6.360;3.5
295;5.3;0.2;51.464;51.464;102.928;49.470;9.493;98.941;58.963;5.280;2.9
296;6.0;1.3;75.462;75.462;150.924;72.539;14.454;145.078;86.993;5.990;3.3
297;6.2;0.4;83.314;83.314;166.628;80.087;15.745;160.173;95.832;6.170;3.4
298;6.3;-1.1;90.828;90.828;181.656;87.310;16.967;174.619;104.276;6.340;3.5
299;5.8;3.4;69.716;69.716;139.432;67.015;15.613;134.031;82.628;5.820;3.4
300;6.8;3.9;112.486;112.486;224.972;108.129;25.870;216.257;133.999;6.830;4.2
301;6.7;-1.3;107.182;107.182;214.364;103.030;19.585;206.060;122.615;6.710;3.7
302;7.0;0.1;120.000;120.000;240.000;115.352;21.619;230.703;136.970;7.000;3.9
303;7.8;-3.3;165.752;165.752;331.504;159.331;46.518;318.663;205.849;7.760;5.1
304;7.6;-4.3;153.110;153.110;306.220;147.179;38.280;294.358;185.459;7.550;4.8
305;7.6;0.7;154.916;154.916;309.832;148.915;39.089;297.830;188.004;7.580;4.9
306;7.1;-1.8;126.020;126.020;252.040;121.138;22.455;242.277;143.594;7.100;4.0
307;7.2;0.3;133.846;133.846;267.692;128.661;26.904;257.322;155.565;7.230;4.2
308;7.5;-2.5;149.498;149.498;298.996;143.707;36.597;287.414;180.303;7.490;4.7
309;6.3;-1.2;88.618;88.618;177.236;85.185;16.613;170.370;101.799;6.290;3.5
310;6.7;1.8;107.182;107.182;214.364;103.030;19.529;206.060;122.559;6.710;3.7
311;6.3;-0.8;87.734;87.734;175.468;84.335;16.469;168.671;100.804;6.270;3.5
312;7.6;-3.8;154.916;154.916;309.832;148.915;39.116;297.830;188.031;7.580;4.9
313;7.2;0.8;134.448;134.448;268.896;129.240;27.483;258.480;156.723;7.240;4.2
314;7.0;-0.4;120.602;120.602;241.204;115.930;21.698;231.861;137.628;7.010;3.9
315;7.1;0.3;123.010;123.010;246.020;118.245;21.968;236.490;140.213;7.050;3.9
316;6.6;-0.3;101.436;101.436;202.872;97.507;18.656;195.013;116.162;6.580;3.7
317;7.0;-1.9;122.408;122.408;244.816;117.666;21.922;235.333;139.588;7.040;3.9
318;6.7;-0.9;106.298;106.298;212.596;102.180;19.440;204.361;121.620;6.690;3.7
319;8.6;-0.6;222.018;222.018;444.036;213.418;79.200;426.835;292.618;8.580;6.1
320;7.3;0.2;136.254;136.254;272.508;130.976;29.003;261.952;159.979;7.270;4.3
321;7.6;-2.9;156.722;156.722;313.444;150.651;39.939;301.302;190.590;7.610;4.9
322;7.5;-1.4;152.508;152.508;305.016;146.600;38.021;293.201;184.621;7.540;4.8
323;7.3;1.4;138.662;138.662;277.324;133.291;30.634;266.581;163.925;7.310;4.4
324;7.0;-4.0;119.558;119.558;239.116;114.927;21.556;229.853;136.483;6.990;3.9
325;6.4;2.3;92.154;92.154;184.308;88.584;17.524;177.169;106.108;6.370;3.6
326;6.8;-1.4;111.602;111.602;223.204;107.279;20.293;214.558;127.572;6.810;3.8
327;7.6;3.8;157.926;157.926;315.852;151.808;49.212;303.617;201.021;7.630;5.2
328;7.1;3.6;127.826;127.826;255.652;122.874;27.741;245.749;150.615;7.130;4.3
329;7.2;2.9;130.234;130.234;260.468;125.189;25.814;250.378;151.003;7.170;4.2
330;7.0;-1.4;121.806;121.806;243.612;117.088;21.849;234.175;138.937;7.030;3.9
331;8.2;-3.1;196.783;196.783;393.566;189.160;65.247;378.320;254.407;8.230;5.7
332;7.6;-2.7;155.518;155.518;311.036;149.494;39.400;298.987;188.894;7.590;4.9
333;7.6;1.8;153.712;153.712;307.424;147.758;38.503;295.515;186.260;7.560;4.8
334;7.1;2.0;125.418;125.418;250.836;120.560;22.416;241.119;142.976;7.090;4.0
335;6.4;0.1;93.922;93.922;187.844;90.284;17.447;180.568;107.731;6.410;3.6
336;6.1;2.7;81.988;81.988;163.976;78.812;16.555;157.624;95.367;6.140;3.5
337;6.2;-0.4;84.198;84.198;168.396;80.936;15.898;161.873;96.835;6.190;3.5
338;5.9;0.1;71.744;71.744;143.488;68.965;13.700;137.930;82.664;5.880;3.3
339;7.1;1.9;123.612;123.612;247.224;118.824;22.007;237.647;140.831;7.060;3.9
340;7.1;1.4;125.418;125.418;250.836;120.560;22.279;241.119;142.839;7.090;4.0
341;7.8;-4.3;171.170;171.170;342.340;164.539;50.472;329.079;215.011;7.850;5.3
342;7.4;0.9;145.284;145.284;290.568;139.656;34.440;279.312;174.096;7.420;4.6
343;7.2;-1.9;129.632;129.632;259.264;124.610;23.076;249.221;147.687;7.160;4.0
344;7.4;0.5;145.886;145.886;291.772;140.235;34.761;280.470;174.996;7.430;4.6
345;6.2;3.9;85.082;85.082;170.164;81.786;19.714;163.572;101.500;6.210;3.8
346;8.1;0.7;188.852;188.852;377.704;181.536;61.228;363.073;242.764;8.120;5.6
347;7.0;-2.4;119.558;119.558;239.116;114.927;21.568;229.853;136.495;6.990;3.9
348;7.2;-1.4;130.836;130.836;261.672;125.768;23.280;251.536;149.047;7.180;4.0
349;6.6;2.6;104.088;104.088;208.176;100.056;20.016;200.112;120.072;6.640;3.8
350;6.9;1.5;115.580;115.580;231.160;111.103;20.879;222.206;131.982;6.900;3.9
351;7.1;0.5;127.224;127.224;254.448;122.296;22.622;244.591;144.918;7.120;4.0
352;6.8;3.0;109.392;109.392;218.784;105.155;21.731;210.309;126.885;6.760;3.9
353;7.5;-1.4;151.906;151.906;303.812;146.022;37.740;292.043;183.761;7.530;4.8
354;7.4;1.3;145.284;145.284;290.568;139.656;34.426;279.312;174.082;7.420;4.6
355;6.2;0.1;83.756;83.756;167.512;80.512;15.821;161.023;96.332;6.180;3.4
356;7.0;1.2;119.558;119.558;239.116;114.927;21.523;229.853;136.450;6.990;3.9
357;7.2;0.4;131.438;131.438;262.876;126.347;23.348;252.693;149.695;7.190;4.0
358;7.4;-1.1;142.876;142.876;285.752;137.341;33.192;274.683;170.534;7.380;4.6
359;6.8;3.1;109.834;109.834;219.668;105.579;22.207;211.159;127.787;6.770;4.0
360;7.9;3.7;175.384;175.384;350.768;168.590;61.487;337.180;230.077;7.920;5.6
361;7.7;-1.3;160.334;160.334;320.668;154.123;42.420;308.246;196.543;7.670;5.0
362;8.0;0.1;179.598;179.598;359.196;172.641;56.487;345.282;229.128;7.990;5.4
363;8.8;-3.1;240.043;240.043;480.086;230.745;90.793;461.489;321.538;8.830;6.4
364;8.6;-4.1;222.018;222.018;444.036;213.418;79.188;426.835;292.606;8.580;6.1
365;8.6;0.6;225.623;225.623;451.246;216.883;81.461;433.766;298.344;8.630;6.2
366;8.1;-1.7;186.689;186.689;373.378;179.457;60.213;358.915;239.671;8.090;5.6
367;8.2;0.3;197.504;197.504;395.008;189.853;65.561;379.707;255.414;8.240;5.7
368;8.5;-2.4;219.134;219.134;438.268;210.645;77.369;421.291;288.015;8.540;6.1
369;7.2;-1.1;132.642;132.642;265.284;127.504;25.394;255.008;152.898;7.210;4.1
370;7.7;1.7;162.742;162.742;325.484;156.438;44.139;312.876;200.576;7.710;5.1
371;7.2;-0.7;130.836;130.836;261.672;125.768;23.271;251.536;149.039;7.180;4.0
372;8.6;-3.6;227.065;227.065;454.130;218.269;82.451;436.538;300.721;8.650;6.2
373;8.3;0.8;198.946;198.946;397.892;191.240;66.257;382.479;257.496;8.260;5.7
374;8.0;-0.4;180.921;180.921;361.842;173.913;57.292;347.825;231.205;8.010;5.5
375;8.1;0.3;184.526;184.526;369.052;177.378;59.079;354.756;236.457;8.060;5.5
376;7.5;-0.3;151.906;151.906;303.812;146.022;37.725;292.043;183.747;7.530;4.8
377;8.1;-1.7;183.805;183.805;367.610;176.685;58.767;353.370;235.452;8.050;5.5
378;7.6;-0.8;157.926;157.926;315.852;151.808;40.539;303.617;192.347;7.630;5.0
379;9.8;-0.6;306.825;306.825;613.650;294.940;145.754;589.879;440.694;9.750;7.5
380;8.3;0.2;198.946;198.946;397.892;191.240;66.282;382.479;257.521;8.260;5.7
381;8.7;-2.7;227.786;227.786;455.572;218.962;82.933;437.925;301.895;8.660;6.2
382;8.6;-1.3;222.739;222.739;445.478;214.111;79.683;428.222;293.794;8.590;6.1
383;8.3;1.4;204.714;204.714;409.428;196.784;69.087;393.568;265.871;8.340;5.8
384;8.0;-3.7;179.598;179.598;359.196;172.641;56.510;345.282;229.151;7.990;5.4
385;7.3;2.1;138.060;138.060;276.120;132.712;30.600;265.424;163.312;7.300;4.4
386;7.8;-1.3;167.558;167.558;335.116;161.067;47.862;322.135;208.929;7.790;5.2
387;8.7;3.5;230.670;230.670;461.340;221.735;93.692;443.469;315.426;8.700;6.4
388;8.1;3.3;189.573;189.573;379.146;182.230;67.517;364.459;249.746;8.130;5.8
389;8.2;2.8;193.178;193.178;386.356;185.695;66.363;371.390;252.058;8.180;5.8
390;8.0;-1.3;180.200;180.200;360.400;173.220;56.949;346.439;230.169;8.000;5.5
391;9.4;-2.9;277.745;277.745;555.490;266.986;117.530;533.972;384.516;9.350;7.0
392;8.6;-2.5;225.623;225.623;451.246;216.883;81.544;433.766;298.427;8.630;6.2
393;8.6;1.7;224.181;224.181;448.362;215.497;80.461;430.994;295.958;8.610;6.1
394;8.1;1.9;187.410;187.410;374.820;180.150;60.467;360.301;240.617;8.100;5.6
395;7.4;0.1;141.672;141.672;283.344;136.184;32.496;272.368;168.680;7.360;4.5
396;7.1;2.5;124.214;124.214;248.428;119.402;23.323;238.805;142.725;7.070;4.0
397;7.1;-0.4;127.826;127.826;255.652;122.874;22.747;245.749;145.622;7.130;4.0
398;6.8;0.1;110.276;110.276;220.552;106.004;20.063;212.009;126.068;6.780;3.8
399;8.1;1.8;186.689;186.689;373.378;179.457;60.087;358.915;239.545;8.090;5.6
400;8.1;1.3;186.689;186.689;373.378;179.457;60.113;358.915;239.571;8.090;5.6
401;8.9;-4.1;247.253;247.253;494.506;237.675;95.385;475.350;333.061;8.930;6.5
402;8.4;0.8;212.645;212.645;425.290;204.408;73.089;408.816;277.497;8.450;6.0
403;8.2;-1.8;191.736;191.736;383.472;184.309;62.738;368.618;247.047;8.160;5.6
404;8.5;0.5;214.808;214.808;429.616;206.487;74.506;412.974;280.993;8.480;6.0
405;7.1;3.6;125.418;125.418;250.836;120.560;27.536;241.119;148.095;7.090;4.2
406;9.3;0.7;271.202;271.202;542.404;260.697;112.186;521.393;372.883;9.260;6.9
407;8.0;-2.3;178.394;178.394;356.788;171.484;55.682;342.967;227.165;7.970;5.4
408;8.2;-1.3;194.620;194.620;389.240;187.081;64.171;374.162;251.252;8.200;5.7
409;7.6;2.4;156.120;156.120;312.240;150.072;40.671;300.145;190.744;7.600;5.0
410;7.9;1.4;173.578;173.578;347.156;166.854;52.141;333.708;218.995;7.890;5.3
411;8.1;0.4;190.294;190.294;380.588;182.923;61.962;365.845;244.885;8.140;5.6
412;7.7;2.8;163.344;163.344;326.688;157.017;47.961;314.033;204.977;7.720;5.2
413;8.6;-1.3;222.018;222.018;444.036;213.418;79.218;426.835;292.636;8.580;6.1
414;8.5;1.2;214.087;214.087;428.174;205.794;73.995;411.588;279.789;8.470;6.0
415;7.1;0.1;124.816;124.816;249.632;119.981;22.219;239.962;142.200;7.080;4.0
416;8.0;1.2;180.200;180.200;360.400;173.220;56.862;346.439;230.082;8.000;5.5
417;8.2;0.3;194.620;194.620;389.240;187.081;64.124;374.162;251.205;8.200;5.7
418;8.4;-1.0;211.203;211.203;422.406;203.022;72.388;406.043;275.410;8.430;5.9
419;7.7;3.0;163.344;163.344;326.688;157.017;48.669;314.033;205.685;7.720;5.2
420;9.0;3.5;253.754;253.754;507.508;243.924;108.144;487.849;352.068;9.020;6.8
421;8.6;-1.2;225.623;225.623;451.246;216.883;81.535;433.766;298.418;8.630;6.2
422;9.0;0.1;251.579;251.579;503.158;241.834;98.141;483.667;339.975;8.990;6.5
423;9.9;-3.0;317.730;317.730;635.460;305.422;156.348;610.844;461.770;9.900;7.7
424;9.6;-3.9;297.374;297.374;594.748;285.855;136.583;571.709;422.438;9.620;7.3
425;9.7;0.6;301.736;301.736;603.472;290.048;140.748;580.096;430.796;9.680;7.4
426;9.1;-1.6;258.843;258.843;517.686;248.816;103.381;497.633;352.197;9.090;6.7
427;9.3;0.3;271.202;271.202;542.404;260.697;112.206;521.393;372.903;9.260;6.9
428;9.6;-2.3;295.920;295.920;591.840;284.457;135.211;568.914;419.668;9.600;7.3
429;8.1;-1.0;190.294;190.294;380.588;182.923;62.008;365.845;244.931;8.140;5.6
430;8.7;1.6;230.670;230.670;461.340;221.735;84.638;443.469;306.372;8.700;6.2
431;8.1;-0.7;188.131;188.131;376.262;180.843;60.919;361.687;241.762;8.110;5.6
432;9.7;-3.4;304.644;304.644;609.288;292.843;143.654;585.686;436.497;9.720;7.4
433;9.3;0.8;272.656;272.656;545.312;262.094;113.225;524.188;375.319;9.280;6.9
434;9.0;-0.4;252.300;252.300;504.600;242.527;98.626;485.053;341.152;9.000;6.6
435;9.1;0.3;257.389;257.389;514.778;247.419;102.271;494.837;349.690;9.070;6.6
436;8.5;-0.3;214.808;214.808;429.616;206.487;74.543;412.974;281.030;8.480;6.0
437;9.1;-1.6;257.389;257.389;514.778;247.419;102.333;494.837;349.751;9.070;6.6
438;8.6;-0.8;221.297;221.297;442.594;212.725;78.742;425.449;291.466;8.570;6.1
439;10.9;-0.5;397.800;397.800;795.600;382.391;238.351;764.781;620.742;10.910;8.9
440;9.3;0.2;270.475;270.475;540.950;259.998;111.690;519.995;371.688;9.250;6.9
441;9.7;-2.6;303.190;303.190;606.380;291.445;142.262;582.891;433.707;9.700;7.4
442;9.6;-1.3;297.374;297.374;594.748;285.855;136.611;571.709;422.466;9.620;7.3
443;9.4;1.3;278.472;278.472;556.944;267.685;118.080;535.370;385.764;9.360;7.0
444;9.0;-3.5;251.579;251.579;503.158;241.834;98.176;483.667;340.010;8.990;6.5
445;8.2;2.0;197.504;197.504;395.008;189.853;65.793;379.707;255.647;8.240;5.7
446;8.8;-1.3;235.717;235.717;471.434;226.586;88.019;453.172;314.605;8.770;6.3
447;9.8;3.4;307.552;307.552;615.104;295.638;156.032;591.277;451.671;9.760;7.7
448;9.1;3.2;261.024;261.024;522.048;250.913;111.009;501.826;361.922;9.120;6.8
449;9.2;2.6;266.840;266.840;533.680;256.503;111.910;513.007;368.414;9.200;6.9
450;9.0;-1.3;250.858;250.858;501.716;241.141;97.726;482.281;338.867;8.980;6.5
451;10.5;-2.8;362.600;362.600;725.200;348.554;201.122;697.108;549.676;10.470;8.4
452;9.7;-2.4;300.282;300.282;600.564;288.650;139.443;577.300;428.093;9.660;7.4
453;9.7;1.6;300.282;300.282;600.564;288.650;139.255;577.300;427.905;9.660;7.4
454;9.1;1.8;260.297;260.297;520.594;250.214;104.270;500.428;354.484;9.110;6.7
455;8.3;0.1;202.551;202.551;405.102;194.705;68.077;389.410;262.782;8.310;5.8
456;8.0;2.3;180.200;180.200;360.400;173.220;58.071;346.439;231.291;8.000;5.5
457;8.1;-0.3;185.968;185.968;371.936;178.764;59.827;357.528;238.591;8.080;5.5
458;7.7;0.1;160.936;160.936;321.872;154.702;42.846;309.404;197.548;7.680;5.0
459;9.1;1.6;260.297;260.297;520.594;250.214;104.280;500.428;354.494;9.110;6.7
460;9.1;1.3;258.843;258.843;517.686;248.816;103.261;497.633;352.077;9.090;6.7
461;10.0;-3.9;325.000;325.000;650.000;312.411;163.359;624.821;475.770;10.000;7.8
462;9.5;0.8;287.196;287.196;574.392;276.071;126.615;552.142;402.686;9.480;7.1
463;9.2;-1.7;263.932;263.932;527.864;253.708;107.047;507.416;360.755;9.160;6.8
464;9.5;0.5;291.558;291.558;583.116;280.264;130.882;560.528;411.146;9.540;7.2
465;8.0;3.4;179.598;179.598;359.196;172.641;62.872;345.282;235.513;7.990;5.6
466;10.4;0.7;355.400;355.400;710.800;341.633;193.404;683.266;535.037;10.380;8.2
467;8.9;-2.2;247.974;247.974;495.948;238.368;95.887;476.737;334.255;8.940;6.5
468;9.2;-1.2;269.021;269.021;538.042;258.600;110.696;517.200;369.296;9.230;6.8
469;8.6;2.3;220.576;220.576;441.152;212.032;79.539;424.063;291.571;8.560;6.1
