timestamp;windSpeedHH;windDir;assPowerWT1;assPowerWT2;assPowerC;realPowerWT1;realPowerWT2;realPowerCFree;realPowerCRisoe;windSpeedWT1;windSpeedWT2
470;8.9;1.3;244.369;244.369;488.738;234.903;93.446;469.806;328.349;8.890;6.4
471;9.2;0.4;263.932;263.932;527.864;253.708;106.980;507.416;360.688;9.160;6.8
472;8.7;2.7;229.949;229.949;459.898;221.042;87.466;442.083;308.508;8.690;6.3
473;9.6;-1.2;298.101;298.101;596.202;286.554;137.316;573.107;423.870;9.630;7.3
474;9.5;1.1;289.377;289.377;578.754;278.167;128.707;556.335;406.875;9.510;7.2
475;8.0;0.1;179.598;179.598;359.196;172.641;56.489;345.282;229.130;7.990;5.4
476;9.0;1.1;253.027;253.027;506.054;243.226;99.072;486.451;342.298;9.010;6.6
477;9.2;0.3;267.567;267.567;535.134;257.202;109.597;514.405;366.799;9.210;6.8
478;9.5;-1.0;285.742;285.742;571.484;274.673;125.303;549.347;399.977;9.460;7.1
479;8.7;2.8;228.507;228.507;457.014;219.655;87.245;439.311;306.900;8.670;6.3
480;10.1;3.3;333.000;333.000;666.000;320.101;180.535;640.201;500.636;10.100;8.1
481;9.6;-1.1;295.920;295.920;591.840;284.457;135.197;568.914;419.654;9.600;7.3
482;10.0;0.1;323.546;323.546;647.092;311.013;161.922;622.026;472.934;9.980;7.8
483;11.0;-2.8;401.800;401.800;803.600;386.236;242.630;772.471;628.865;10.960;9.0
484;10.6;-3.7;377.000;377.000;754.000;362.396;216.317;724.792;578.713;10.650;8.6
485;10.7;0.6;382.600;382.600;765.200;367.779;222.166;735.559;589.945;10.720;8.7
486;10.1;-1.5;332.200;332.200;664.400;319.332;169.732;638.663;489.063;10.090;7.9
487;10.3;0.3;346.600;346.600;693.200;333.174;184.143;666.348;517.317;10.270;8.1
488;10.6;-2.2;377.000;377.000;754.000;362.396;216.351;724.792;578.747;10.650;8.6
489;9.1;-1.0;257.389;257.389;514.778;247.419;102.321;494.837;349.739;9.070;6.6
490;9.7;1.5;302.463;302.463;604.926;290.747;141.378;581.493;432.124;9.690;7.4
491;9.0;-0.6;254.481;254.481;508.962;244.623;100.211;489.246;344.834;9.030;6.6
492;10.8;-3.2;387.400;387.400;774.800;372.393;227.346;744.787;599.739;10.780;8.7
493;10.3;0.7;348.200;348.200;696.400;334.712;185.797;669.424;520.509;10.290;8.1
494;10.0;-0.4;325.000;325.000;650.000;312.411;163.357;624.821;475.768;10.000;7.8
495;10.1;0.3;332.200;332.200;664.400;319.332;169.659;638.663;488.990;10.090;7.9
496;9.4;-0.3;284.288;284.288;568.576;273.276;123.858;546.551;397.134;9.440;7.1
497;10.1;-1.6;331.400;331.400;662.800;318.563;169.028;637.125;487.591;10.080;7.9
498;9.5;-0.7;290.104;290.104;580.208;278.866;129.535;557.733;408.401;9.520;7.2
499;12.1;-0.5;477.700;477.700;955.400;459.195;336.927;918.391;796.123;12.060;10.3
500;10.2;0.2;344.200;344.200;688.400;330.867;181.618;661.734;512.484;10.240;8.1
501;10.8;-2.4;385.000;385.000;770.000;370.086;224.818;740.173;594.905;10.750;8.7
502;10.7;-1.2;377.800;377.800;755.600;363.165;217.184;726.331;580.349;10.660;8.6
503;10.4;1.3;355.400;355.400;710.800;341.633;193.348;683.266;534.981;10.380;8.2
504;10.0;-3.4;324.273;324.273;648.546;311.712;162.675;623.423;474.386;9.990;7.8
505;9.2;2.0;265.386;265.386;530.772;255.106;108.085;510.212;363.190;9.180;6.8
506;9.8;-1.2;306.825;306.825;613.650;294.940;145.777;589.879;440.716;9.750;7.5
507;10.8;3.2;390.600;390.600;781.200;375.469;239.604;750.939;615.073;10.820;8.9
508;10.1;3.0;334.600;334.600;669.200;321.639;179.017;643.277;500.655;10.120;8.0
509;10.2;2.5;341.800;341.800;683.600;328.560;182.337;657.120;510.897;10.210;8.1
510;10.0;-1.2;322.092;322.092;644.184;309.615;160.570;619.230;470.185;9.960;7.7
511;11.6;-2.6;444.900;444.900;889.800;427.666;293.527;855.332;721.193;11.570;9.7
512;10.7;-2.3;379.400;379.400;758.800;364.703;218.890;729.407;583.594;10.680;8.6
513;10.7;1.5;381.000;381.000;762.000;366.241;220.388;732.483;586.629;10.700;8.6
514;10.1;1.7;334.600;334.600;669.200;321.639;171.659;643.277;493.297;10.120;7.9
515;9.3;0.0;271.929;271.929;543.858;261.395;112.741;522.791;374.137;9.270;6.9
516;8.9;2.2;247.974;247.974;495.948;238.368;96.767;476.737;335.135;8.940;6.5
517;9.0;-0.3;255.208;255.208;510.416;245.322;100.726;490.644;346.048;9.040;6.6
518;8.6;0.1;222.018;222.018;444.036;213.418;79.172;426.835;292.590;8.580;6.1
519;10.1;1.6;335.400;335.400;670.800;322.408;172.376;644.815;494.784;10.130;7.9
520;10.1;1.2;331.400;331.400;662.800;318.563;168.886;637.125;487.448;10.080;7.9
521;11.1;-3.7;409.900;409.900;819.800;394.022;251.832;788.044;645.854;11.070;9.1
522;10.5;0.8;365.000;365.000;730.000;350.861;203.533;701.722;554.394;10.500;8.4
523;10.2;-1.6;337.800;337.800;675.600;324.715;174.950;649.429;499.664;10.160;8.0
524;10.6;0.4;372.200;372.200;744.400;357.782;211.174;715.564;568.956;10.590;8.5
525;8.9;3.3;244.369;244.369;488.738;234.903;100.397;469.806;335.300;8.890;6.6
526;11.5;0.6;440.000;440.000;880.000;422.956;287.570;845.912;710.526;11.500;9.6
527;9.9;-2.1;319.184;319.184;638.368;306.820;157.765;613.640;464.585;9.920;7.7
528;10.3;-1.2;345.000;345.000;690.000;331.636;182.533;663.272;514.169;10.250;8.1
529;9.5;2.2;290.104;290.104;580.208;278.866;130.493;557.733;409.360;9.520;7.2
530;9.9;1.3;316.276;316.276;632.552;304.025;154.792;608.049;458.816;9.880;7.6
531;10.2;0.4;339.400;339.400;678.800;326.253;176.541;652.506;502.794;10.180;8.0
532;9.6;2.5;299.555;299.555;599.110;287.951;141.801;575.902;429.752;9.650;7.4
533;10.7;-1.2;379.400;379.400;758.800;364.703;218.877;729.407;583.580;10.680;8.6
534;10.6;1.1;369.800;369.800;739.600;355.475;208.580;710.950;564.055;10.560;8.5
535;8.9;0.1;245.811;245.811;491.622;236.289;94.447;472.578;330.737;8.910;6.5
536;10.0;1.0;326.600;326.600;653.200;313.949;164.674;627.897;478.622;10.020;7.8
537;10.2;0.3;342.600;342.600;685.200;329.329;179.922;658.658;509.251;10.220;8.0
538;10.5;-0.9;365.000;365.000;730.000;350.861;203.640;701.722;554.501;10.500;8.4
539;9.6;2.7;298.101;298.101;596.202;286.554;141.161;573.107;427.714;9.630;7.4
540;11.2;3.2;418.300;418.300;836.600;402.096;270.152;804.193;672.249;11.190;9.3
541;10.6;-1.1;369.800;369.800;739.600;355.475;208.718;710.950;564.194;10.560;8.5
542;11.0;0.1;402.600;402.600;805.200;387.005;243.418;774.009;630.422;10.970;9.0
543;12.0;-2.7;475.900;475.900;951.800;457.465;333.245;914.930;790.710;12.020;10.2
544;11.7;-3.5;451.900;451.900;903.800;434.395;301.882;868.790;736.276;11.670;9.8
545;11.8;0.6;458.200;458.200;916.400;440.451;309.359;880.902;749.810;11.760;9.9
546;11.1;-1.5;410.600;410.600;821.200;394.695;252.690;789.389;647.384;11.080;9.1
547;11.3;0.3;424.600;424.600;849.200;408.152;269.238;816.305;677.390;11.280;9.3
548;11.7;-2.1;454.000;454.000;908.000;436.414;304.422;872.827;740.836;11.700;9.8
549;10.0;-0.9;325.000;325.000;650.000;312.411;163.379;624.821;475.789;10.000;7.8
550;10.7;1.4;380.200;380.200;760.400;365.472;219.548;730.945;585.021;10.690;8.6
551;10.0;-0.6;322.092;322.092;644.184;309.615;160.550;619.230;470.165;9.960;7.7
552;11.8;-3.1;463.800;463.800;927.600;445.834;316.549;891.668;762.383;11.840;10.0
553;11.3;0.7;426.700;426.700;853.400;410.171;271.707;820.342;681.878;11.310;9.4
554;11.0;-0.4;405.000;405.000;810.000;389.312;246.017;778.623;635.329;11.000;9.0
555;11.1;0.3;412.000;412.000;824.000;396.040;254.272;792.081;650.313;11.100;9.1
556;10.4;-0.2;357.000;357.000;714.000;343.171;195.157;686.342;538.328;10.400;8.3
557;11.1;-1.5;411.300;411.300;822.600;395.368;253.520;790.735;648.888;11.090;9.1
558;10.5;-0.7;361.800;361.800;723.600;347.785;200.249;695.570;548.034;10.460;8.3
559;13.2;-0.5;527.200;527.200;1054.400;506.778;435.643;1013.556;942.421;13.200;11.6
560;11.2;0.2;421.100;421.100;842.200;404.788;265.082;809.576;669.870;11.230;9.3
561;11.8;-2.3;460.300;460.300;920.600;442.469;311.978;884.939;754.448;11.790;9.9
562;11.7;-1.1;453.300;453.300;906.600;435.741;303.570;871.481;739.311;11.690;9.8
563;11.4;1.2;433.000;433.000;866.000;416.227;279.168;832.454;695.395;11.400;9.5
564;11.0;-3.3;404.200;404.200;808.400;388.543;245.189;777.085;633.732;10.990;9.0
565;10.1;1.9;335.400;335.400;670.800;322.408;172.371;644.815;494.779;10.130;7.9
566;10.7;-1.2;384.200;384.200;768.400;369.317;223.958;738.635;593.275;10.740;8.7
567;11.9;3.1;466.600;466.600;933.200;448.525;327.796;897.051;776.322;11.880;10.2
568;11.1;2.9;413.400;413.400;826.800;397.386;261.608;794.772;658.995;11.120;9.2
569;11.2;2.4;420.400;420.400;840.800;404.115;266.474;808.230;670.589;11.220;9.3
570;10.9;-1.2;400.200;400.200;800.400;384.698;240.922;769.395;625.620;10.940;8.9
571;12.7;-2.5;505.150;505.150;1010.300;485.582;393.403;971.164;878.985;12.670;11.0
572;11.7;-2.2;454.700;454.700;909.400;437.086;305.261;874.173;742.348;11.710;9.8
573;11.7;1.5;456.800;456.800;913.600;439.105;307.608;878.210;746.713;11.740;9.9
574;11.1;1.6;414.100;414.100;828.200;398.059;256.647;796.118;654.707;11.130;9.2
575;10.2;0.0;343.400;343.400;686.800;330.098;180.786;660.196;510.884;10.230;8.1
576;9.9;2.1;316.276;316.276;632.552;304.025;155.521;608.049;459.546;9.880;7.6
577;10.0;-0.3;324.273;324.273;648.546;311.712;162.650;623.423;474.362;9.990;7.8
578;9.5;0.1;287.923;287.923;575.846;276.770;127.374;553.540;404.144;9.490;7.2
579;11.1;1.5;415.500;415.500;831.000;399.405;258.323;798.810;657.727;11.150;9.2
580;11.1;1.2;410.600;410.600;821.200;394.695;252.541;789.389;647.235;11.080;9.1
581;12.1;-3.6;481.300;481.300;962.600;462.656;344.378;925.312;807.034;12.140;10.4
582;11.5;0.8;442.100;442.100;884.200;424.974;290.068;849.949;715.043;11.530;9.6
583;11.2;-1.6;416.200;416.200;832.400;400.078;259.335;800.156;659.413;11.160;9.2
584;11.6;0.4;449.100;449.100;898.200;431.703;298.465;863.407;730.169;11.630;9.8
585;9.8;3.1;309.733;309.733;619.466;297.735;155.916;595.470;453.651;9.790;7.7
586;12.6;0.6;502.900;502.900;1005.800;483.419;389.191;966.839;872.610;12.620;10.9
587;10.9;-2.0;397.000;397.000;794.000;381.621;237.540;763.243;619.161;10.900;8.9
588;11.3;-1.1;423.900;423.900;847.800;407.480;268.473;814.959;675.953;11.270;9.3
589;10.5;2.1;363.400;363.400;726.800;349.323;202.474;698.646;551.797;10.480;8.4
590;10.9;1.2;395.400;395.400;790.800;380.084;235.681;760.167;615.765;10.880;8.9
591;11.2;0.4;418.300;418.300;836.600;402.096;261.745;804.193;663.841;11.190;9.2
592;10.6;2.4;374.600;374.600;749.200;360.089;216.353;720.178;576.442;10.620;8.6
593;11.7;-1.1;455.400;455.400;910.800;437.759;306.087;875.519;743.846;11.720;9.9
594;11.6;1.0;447.000;447.000;894.000;429.685;295.903;859.369;725.588;11.600;9.7
595;9.8;0.1;312.641;312.641;625.282;300.530;151.359;601.061;451.890;9.830;7.6
596;11.0;1.0;407.100;407.100;814.200;391.330;248.408;782.661;639.738;11.030;9.0
597;11.2;0.3;421.100;421.100;842.200;404.788;265.075;809.576;669.863;11.230;9.3
598;11.5;-0.9;442.800;442.800;885.600;425.647;290.998;851.295;716.645;11.540;9.6
599;10.6;2.5;372.200;372.200;744.400;357.782;214.531;715.564;572.314;10.590;8.5
600;12.3;3.1;486.700;486.700;973.400;467.847;362.620;935.694;830.466;12.260;10.6
601;11.5;-1.0;442.100;442.100;884.200;424.974;290.166;849.949;715.140;11.530;9.6
602;12.0;0.1;472.900;472.900;945.800;454.581;328.534;909.163;783.115;11.970;10.2
603;13.1;-2.6;522.520;522.520;1045.040;502.279;425.895;1004.559;928.174;13.070;11.5
604;12.7;-3.4;506.500;506.500;1013.000;486.880;395.856;973.760;882.736;12.700;11.0
605;12.8;0.6;511.000;511.000;1022.000;491.206;404.031;982.411;895.237;12.800;11.2
606;12.1;-1.4;478.600;478.600;957.200;460.061;338.816;920.121;798.877;12.080;10.3
607;12.3;0.3;488.050;488.050;976.100;469.145;358.306;938.289;827.450;12.290;10.5
608;12.8;-2.0;508.750;508.750;1017.500;489.043;399.992;978.085;889.034;12.750;11.1
609;10.9;-0.9;400.200;400.200;800.400;384.698;240.913;769.395;625.610;10.940;8.9
610;11.7;1.4;453.300;453.300;906.600;435.741;303.418;871.481;739.159;11.690;9.8
611;10.9;-0.6;397.000;397.000;794.000;381.621;237.504;763.243;619.126;10.900;8.9
612;12.9;-3.0;515.050;515.050;1030.100;495.099;411.538;990.197;906.636;12.890;11.3
613;12.3;0.7;489.400;489.400;978.800;470.442;361.080;940.884;831.522;12.320;10.6
614;12.0;-0.3;474.300;474.300;948.600;455.927;330.418;911.854;786.345;11.990;10.2
615;12.1;0.3;479.950;479.950;959.900;461.358;341.532;922.717;802.890;12.110;10.3
616;11.4;-0.2;430.200;430.200;860.400;413.535;275.936;827.071;689.471;11.360;9.4
617;12.1;-1.4;479.950;479.950;959.900;461.358;341.607;922.717;802.965;12.110;10.3
618;11.4;-0.7;433.700;433.700;867.400;416.900;280.127;833.800;697.027;11.410;9.5
619;14.3;-0.5;561.775;561.775;1123.550;540.014;497.866;1080.027;1037.879;14.330;12.9
620;12.2;0.2;484.900;484.900;969.800;466.117;351.781;932.233;817.898;12.220;10.5
621;12.8;-2.3;512.350;512.350;1024.700;492.503;406.589;985.006;899.093;12.830;11.2
622;12.7;-1.1;507.850;507.850;1015.700;488.178;398.332;976.355;886.509;12.730;11.1
623;12.4;1.2;493.900;493.900;987.800;474.768;370.390;949.536;845.158;12.420;10.7
624;12.0;-3.1;474.300;474.300;948.600;455.927;330.451;911.854;786.378;11.990;10.2
625;11.1;1.8;410.600;410.600;821.200;394.695;252.477;789.389;647.172;11.080;9.1
626;11.7;-1.1;455.400;455.400;910.800;437.759;306.086;875.519;743.846;11.720;9.9
627;12.9;3.0;516.850;516.850;1033.700;496.829;419.813;993.658;916.642;12.930;11.4
628;12.1;2.7;480.400;480.400;960.800;461.791;347.127;923.582;808.918;12.120;10.4
629;12.2;2.3;485.350;485.350;970.700;466.549;354.307;933.098;820.857;12.230;10.5
630;11.9;-1.1;470.100;470.100;940.200;451.890;324.882;903.780;776.772;11.930;10.1
631;13.8;-2.4;547.720;547.720;1095.440;526.503;470.892;1053.006;997.395;13.770;12.3
632;12.7;-2.1;507.850;507.850;1015.700;488.178;398.344;976.355;886.521;12.730;11.1
633;12.8;1.4;510.100;510.100;1020.200;490.340;402.325;980.681;892.665;12.780;11.1
634;12.1;1.5;480.850;480.850;961.700;462.223;343.285;924.447;805.508;12.130;10.4
635;11.2;0.0;418.300;418.300;836.600;402.096;261.766;804.193;663.863;11.190;9.2
636;10.8;2.0;391.400;391.400;782.800;376.238;231.832;752.477;608.071;10.830;8.8
637;10.9;-0.3;401.000;401.000;802.000;385.467;241.737;770.933;627.204;10.950;8.9
638;10.4;0.1;357.800;357.800;715.600;343.940;195.982;687.880;539.922;10.410;8.3
639;12.2;1.4;482.650;482.650;965.300;463.954;347.022;927.907;810.976;12.170;10.4
640;12.1;1.1;478.150;478.150;956.300;459.628;337.744;919.256;797.372;12.070;10.3
641;13.2;-3.5;527.200;527.200;1054.400;506.778;435.655;1013.556;942.432;13.200;11.6
642;12.6;0.7;499.750;499.750;999.500;480.391;382.608;960.783;863.000;12.550;10.9
643;12.2;-1.5;482.200;482.200;964.400;463.521;346.262;927.042;809.783;12.160;10.4
644;12.7;0.4;505.600;505.600;1011.200;486.015;394.154;972.029;880.168;12.680;11.0
645;10.7;3.0;381.000;381.000;762.000;366.241;227.320;732.483;593.561;10.700;8.7
646;13.7;0.6;545.920;545.920;1091.840;524.773;468.397;1049.546;993.170;13.720;12.2
647;11.9;-1.9;466.600;466.600;933.200;448.525;320.264;897.051;768.789;11.880;10.1
648;12.3;-1.1;488.500;488.500;977.000;469.577;359.305;939.154;828.882;12.300;10.6
649;11.4;2.0;436.500;436.500;873.000;419.591;283.643;839.183;703.235;11.450;9.5
650;11.9;1.2;465.900;465.900;931.800;447.853;319.182;895.705;767.034;11.870;10.0
651;12.2;0.3;484.000;484.000;968.000;465.251;349.908;930.503;815.160;12.200;10.4
652;11.6;2.3;446.300;446.300;892.600;429.012;296.917;858.024;725.928;11.590;9.7
653;12.8;-1.1;509.200;509.200;1018.400;489.475;400.804;978.951;890.279;12.760;11.1
654;12.6;1.0;503.800;503.800;1007.600;484.284;390.823;968.569;875.108;12.640;11.0
655;10.8;0.1;385.000;385.000;770.000;370.086;224.748;740.173;594.834;10.750;8.7
656;12.0;1.0;476.800;476.800;953.600;458.330;334.971;916.661;793.301;12.040;10.2
657;12.2;0.3;485.800;485.800;971.600;466.982;353.641;933.963;820.622;12.240;10.5
658;12.6;-0.9;500.650;500.650;1001.300;481.256;384.573;962.513;865.829;12.570;10.9
659;11.6;2.4;443.500;443.500;887.000;426.320;294.117;852.641;720.437;11.550;9.7
660;13.3;3.0;532.240;532.240;1064.480;511.623;450.948;1023.245;962.571;13.340;11.9
661;12.5;-1.0;497.500;497.500;995.000;478.228;378.012;956.457;856.240;12.500;10.8
662;13.0;0.1;518.200;518.200;1036.400;498.127;417.276;996.253;915.403;12.960;11.4
